txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,txtRazaoSocial,valPrincipal,txtTipoContratacao,txtObjetoContrato,coletado
Pregão,1.0,5,0.0,6018202100102275,12,,,0.0,2133,0.0,84.0,0.0,0.0,146520.0,146520.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,146520.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - MICAFUNGINA SÓDICA 50 MG; MICAFUNGINA SÓDICA 100 MG - ATA DE REGISTRO DE PREÇOS Nº 038/AHM/2020.,21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202000578308,6,,,0.0,2134,0.0,84.0,0.0,0.0,1503.98,1503.98,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1503.98,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,DVPSIS – LIXEIRAS DIVERSAS,21/03/21
Pregão,1.0,5,0.0,6018202100089104,12,,,0.0,2135,0.0,84.0,0.0,0.0,2911.5,2911.5,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2911.5,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS– CLORIDRATO DE NALOXONA EM SOLUÇÃO INJETÁVEL COM 0,4 MG/ML",21/03/21
Pregão,1.0,5,0.0,6018202100094558,12,,,0.0,2136,0.0,84.0,0.0,0.0,2790.0,2790.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2790.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - DEXAMETASONA 1 MG/G (0,1%) CREME BISNAGA 10 GRAMAS - RECURSO 1168 - ATA DE RP - 345/2020 SMS G.",21/03/21
Não Aplicável,1.0,22,0.0,6018202100054165,8,01/04/2021,,0.0,2137,5291154.62,84.0,5291154.62,0.0,10582309.24,10582309.24,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,10582309.24,Termo de Colaboração - Lei Federal 13.019/2014,"Assistência à gestação, trabalho de parto, puerpério, UTI’s materno e neonatal, dentre as demais complicações obstétricas e  demais ações e serviços de saúde ambulatoriais e hospitalares de forma continuada, na área Materno-Infantil e de Cirurgias Eletivas, de acordo com as Políticas de Atenção à Saúde do SUS e Diretrizes da PMSP/SMS.",21/03/21
Pregão,1.0,5,0.0,6018202100108354,12,,,0.0,2138,0.0,84.0,0.0,0.0,4080.0,4080.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,4080.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - DANTROLENO 20 MG PO PARA SOLUCAO INJETAVEL FAM.,21/03/21
Pregão,1.0,5,0.0,6018202100090048,12,,,0.0,2139,0.0,84.0,0.0,0.0,40700.0,40700.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,40700.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - AQ. OCITOCINA 5 UI/ML SOLUÇÃO INJETÁVEL AMP. 1 ML,21/03/21
Pregão,1.0,5,0.0,6018202000788582,12,,,0.0,2140,0.0,84.0,0.0,0.0,17566.6,17566.6,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,17566.6,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - KIT DE CATETER DUPLO LÚMEN DE LONGA PERMANÊNCIA –12,5 FR X 28 CM - ATA DE REGISTRO DE PREÇOS Nº 143/AHM/2020",21/03/21
Não Aplicável,1.0,22,0.0,6018202100123221,8,21/02/2022,,0.0,2141,500000.0,84.0,0.0,0.0,500000.0,500000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,500000.0,Termo de Colaboração - Lei Federal 13.019/2014,"Custeio visando a compra de insumos para a realização exames de triagem neonatal/teste do pezinho, destinados ao atendimento da população SUS, detalhados na Programação de Utilização dos Recursos da Emenda Parlamentar Federal.",21/03/21
Pregão,1.0,5,0.0,6018202100089864,12,,,0.0,2142,0.0,84.0,0.0,0.0,155226.4,155226.4,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,155226.4,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-CAMPO CIRURGICO DE MESA ,DESCARTÁVEL, ESTÉRIL, 180CM X 130 CM -RECURSO 1168",21/03/21
Dispensa de Licitação,1.0,5,0.0,6012202100021787,6,,,0.0,2143,0.0,12.0,0.0,0.0,5700.0,5700.0,2021,,Secretaria Municipal das Subprefeituras,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5700.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de diversos materiais de escritório,21/03/21
Pregão,1.0,5,0.0,6018202100068611,12,,,0.0,2144,0.0,84.0,0.0,0.0,283401.09,283401.09,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,283401.09,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS/CDMEC - AQ. VALERIANA OFFICINALIS,21/03/21
Pregão,1.0,5,0.0,6018202100095210,12,,,0.0,2145,0.0,84.0,0.0,0.0,2080.0,2080.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2080.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - CIRCUITO CPAP NASAL INFANTIL Nº 4 - RECURSO 1168,21/03/21
Pregão,1.0,5,0.0,6018202100090480,12,,,0.0,2146,0.0,84.0,0.0,0.0,1680.0,1680.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1680.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS-OLANZAPINA 10mg,21/03/21
Inexigibilidade,1.0,30,0.0,6025202100026143,7,,,0.0,2147,0.0,25.0,0.0,0.0,7000.0,7000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,7500.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLIN E- Aquisição do direito de exibição dos filmes Chicago, Próxima parada wonderland, As Horas, ""O Caos Escandinavo de Joachim Trier"" e ""Os Tetos de Virginia Wolf""",21/03/21
Pregão,1.0,5,0.0,6018202100094280,12,,,0.0,2148,0.0,84.0,0.0,0.0,31376.0,31376.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,31376.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS/AQUISIÇÃO - CATETER, INTRAVENOSO, PERIFÉRICO SOBREAGULHA, C/ DISPOSITIVO DE SEGURANÇA, 14G - RECURSO 1168",21/03/21
Pregão,1.0,2,0.0,6044202100004836,12,,,0.0,2149,0.0,48.0,0.0,0.0,92008.5,92008.5,2021,,Subprefeitura Lapa,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,111178.5,Termo de Contrato - Serviços,"ATA RP- 004/SG- CABES/2020- Contratação de pessoa jurídica especializada na intermediação e agenciamento de serviços de transporte individual remunerado de passageiros via aplicativo web e mobile com apoio operacional e tratamento de dados, provedores apoio operacional e tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem da internet, provedores de conteúdo e outros serviços de informação na internet., para o período de 12 (Doze) Meses a partir da ordem de inicio.",21/03/21
Pregão,1.0,5,0.0,6018202100108460,12,,,0.0,2150,0.0,84.0,0.0,0.0,22201.2,22201.2,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,22201.2,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - MALHA TUBULAR, 10 CM X 25 M",21/03/21
Inexigibilidade,1.0,5,0.0,6110202000278959,7,,,0.0,2151,0.0,84.0,0.0,0.0,2773.24,2773.24,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2773.24,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - PEÇAS - CONTRATAÇÃO DE EMPRESA, PARA PRESTAÇÃO DE SERVIÇO COM FORNECIMENTO DE MATERIAIS E MÃO DE OBRA, PARA OS ELEVADORES DA MARCA ATLAS SCHINDLER (POR EXCLUSIVIDADE), PARA O HOSPITAL MUNICIPAL DR. CARMINIO CARICCHIO",21/03/21
Pregão,1.0,18,0.0,6018202100091745,12,,,0.0,2152,0.0,84.0,0.0,0.0,3790.0,3790.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3790.0,Termo de Compromisso e Cooperação Financeira-Vinc Confissão Divida,SMS - CETOCONAZOL 20 MG/G (2%) CREME BISNAGA 30 G - RECURSO 1168 - ATA DE REGISTRO DE PREÇO nº 186/2020-SMS.G,21/03/21
Pregão,1.0,5,0.0,6018202100095040,12,,,0.0,2153,0.0,84.0,0.0,0.0,27900.0,27900.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,27900.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - REANIMADOR MANUAL NEONATAL DE SILICONE,21/03/21
Pregão,1.0,30,0.0,6016202100042271,12,28/02/2022,,0.0,2154,0.0,16.0,0.0,0.0,13582.8,13582.8,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,14817.6,Nota de Empenho para Fornecimento de Serviços,Prestação de Serviços em Condicionadores de Ar - Inicio 01032021,21/03/21
Pregão,1.0,29,0.0,6045202100000313,12,,,0.0,2155,0.0,58.0,0.0,0.0,18436.5,18436.5,2021,,Subprefeitura M'Boi Mirim,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,18436.5,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,Aquisição Pedra Brita nº 1 - Ata RP nº 35/SMSUB/COGEL/2019 - 306 m³,21/03/21
Pregão,1.0,5,0.0,6018202100088485,12,,,0.0,2156,0.0,84.0,0.0,0.0,29750.0,29750.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,29750.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS-INSULINA HUMANA REGULAR 100 UI/ML SUSPENSAO INJETAVELFR -AMP.
10 ML-RECURSO 1168.",21/03/21
Inexigibilidade,1.0,30,0.0,6025202100022741,7,,,0.0,2157,0.0,25.0,0.0,0.0,0.0,1000.0,2021,,Secretaria Municipal de Cultura,1000.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1000.0,Nota de Empenho para Fornecimento de Serviços,SMC - ONLIN E- CCTL - Palestras e debates - Bloco Eu Acho É Coco! - Mulheres do Carnaval.,21/03/21
Pregão,1.0,5,0.0,6018202100095139,12,,,0.0,2158,0.0,84.0,0.0,0.0,133640.0,133640.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,133640.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - LÂMINA METÁLICA PARA DERMÁTOMO ELÉTRICO - HUMECA - RECURSO 1168,21/03/21
Pregão,1.0,5,0.0,6018202100092016,12,,,0.0,2159,0.0,84.0,0.0,0.0,416.0,416.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,416.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - CLONAZEPAM 2,5 MG/ML (0,25%) SOLUCAO ORAL GOTAS FRASCO 20 ML - ATA DE RP 415/2019 - SMS G.",21/03/21
Pregão,1.0,5,0.0,6018202100125674,12,,,0.0,2160,0.0,84.0,0.0,0.0,15864.0,15864.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,15864.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - : FIO CIRÚRGICO, NYLON 2-0, NÃO ABSORV., 45 CM, AGULHA3/8 CÍRCULO,TRIANGULAR, 3,0 CM",21/03/21
Inexigibilidade,1.0,29,0.0,6018202000599194,7,,,0.0,2161,0.0,84.0,0.0,0.0,1000000.0,1000000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1000000.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,Fornecimento de aparelhos de amplificação sonora individual – AASI (OPM auditiva) aos munícipes atendidos pelos serviços especializados de reabilitação da cidade de São Paulo.,21/03/21
Dispensa de Licitação,1.0,5,0.0,6041202100002322,6,,,0.0,2162,0.0,67.0,0.0,0.0,139.99,139.99,2021,,Subprefeitura Itaquera,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,139.99,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Aquisição de 01(um) óculos de solda escurecimento automático, lente rebatível, LCD de alta qualidade e de múltiplas camadas de filtro de interferência óptica; padrões de segurança: EN379:2009; auto escurecimento soldagem filtro meet com CE e padrão ANSI; PVC flexível; alimentação: bateria solar interna recarregável (60mAH). Temperatura de funcionamento: 10°C a 65°C, para uso dos fiscais desta Subprefeitura.",21/03/21
Pregão,1.0,5,0.0,6018202100086199,12,,,0.0,2163,0.0,84.0,0.0,0.0,1706.58,1706.58,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1706.58,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - AQ.METADONA CLORIDRATO 5 MG,21/03/21
Pregão,1.0,5,0.0,6018202100100760,12,,,0.0,2164,0.0,84.0,0.0,0.0,939.8,939.8,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,939.8,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - AQUISIÇÃO DE DEXTRANA 1 MG/ML + HIPROMELOSE 3 MG/ML (0,3%)SOLUÇÃO OFTALMICA FRASCO 15 ML - RECURSO 1168
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201800005232,7,31/12/2021,04/04/2017,0.0,2165,1548.01,20.0,1548.01,0.0,1548.01,1548.01,2021,1447/17,Secretaria Municipal de Mobilidade e Transportes,0.0,17/04/2017,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,143344.63,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700007918,7,31/12/2021,05/06/2016,0.0,2166,1289.24,20.0,1289.24,0.0,1289.24,1289.24,2021,0604/16,Secretaria Municipal de Mobilidade e Transportes,0.0,07/06/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,168274.13,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Dispensa de Licitação,1.0,5,0.0,6052202100003000,6,,,0.0,2167,0.0,45.0,0.0,0.0,3200.0,3200.0,2021,,Subprefeitura Santana/Tucuruvi,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3200.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,aquisição de pontaletes,21/03/21
Pregão,1.0,5,0.0,6018202100047509,12,,,0.0,2168,0.0,84.0,0.0,0.0,196250.0,196250.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,196250.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - CARBAMAZEPINA 20 MG/ML (2%) SUSPENSAO ORAL FRASCO 100 ML - RECURSO 1168 - ,21/03/21
Dispensa de Licitação,1.0,5,0.0,6016202100129695,6,26/03/2021,,0.0,2169,5940.0,16.0,0.0,0.0,5940.0,5940.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5940.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de Web Cam,21/03/21
Pregão,1.0,5,0.0,6018202100134215,12,,,0.0,2170,0.0,84.0,0.0,0.0,106210.0,106210.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,106210.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - CURATIVO, CARVÃO ATIVADO, PRATA, MEDIDA APROXIMADA10,5 CM X10,5 CM.",21/03/21
Pregão,1.0,5,0.0,6018202100047720,12,,,0.0,2171,0.0,84.0,0.0,0.0,595000.0,595000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,595000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - CEFALEXINA 50 MG/ML SUSPENSAO ORAL FRASCO 60 ML - ATA DE REGISTRO DE PREÇO nº 284/2020-SMS.G,21/03/21
Dispensa de Licitação,1.0,5,0.0,6016202100116046,6,26/03/2021,,0.0,2172,0.0,16.0,0.0,0.0,7450.0,7450.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,7450.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,AQUISIÇÃO DE GAIOLA DE AÇO E PALLETE DE MANDEIRA,21/03/21
Pregão,1.0,2,0.0,6052202000037582,12,,,0.0,2173,0.0,45.0,0.0,0.0,28206.13,28206.13,2021,,Subprefeitura Santana/Tucuruvi,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,34656.0,Termo de Contrato - Serviços,"Contratação de Pessoa Jurídica especializada na intermediação e agenciamento de serviços de transporte individual remunerado de passageiros via aplicativo web e móbile com apoio operacional e tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem da internet, provedores de conteúdo e outros serviços de informação na internet",21/03/21
Inexigibilidade,1.0,2,0.0,6020201800003965,7,31/12/2021,23/08/2016,0.0,2174,4043.1,20.0,4043.1,0.0,4043.1,4043.1,2021,1321/16,Secretaria Municipal de Mobilidade e Transportes,0.0,25/08/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112182.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Dispensa de Licitação,1.0,5,0.0,6016202100115830,6,06/03/2021,,0.0,2175,2064.0,16.0,0.0,0.0,2064.0,2064.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2064.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"À Vista dos elementos contidos no presente e no exercício das atribuições a mim delegada pela Portaria SME Nº 5.318 de 24 de agosto de 2020, Lei Federal 8.666/93 art. 24,  AUTORIZO dos itens previsto no processo SEI 6016.2021/0011583-0 memorando (SEI n°039039416) cuja a empresa vencedora do ITEM 01 - 600 (SEISCENTOS) UNIDADES DE AÇÚCAR REFINADO AMORFO/MICROCRISTALIZADO - PACOTE DE 1KG - FPS COMERCIO DE ARTIGOS EM GERAL EIRELLI-EPP inscrita no CNPJ 28.425.210/0001-40 conforme proposta (SEI n°039792294) no valor de R$ 1.782,00 (Um Mil, Setecentos e Oitenta e Dois Reais), para atender a esta Diretoria Regional de Educação e os Centros Educacionais Unificados (CEUs), onerando a dotação DRE-G -       16.21.12.122.3024.2.100.33903000.00 através da Nota de Reserva 14.509/2021 (SEI n°039422801) e CEU - 16.21.12.368.3010.4.364.33903000.00, através da Nota de Reserva 14.510/2021 (SEI n°039422957) do orçamento vigente.",21/03/21
Pregão,1.0,5,0.0,6018202100115792,12,,,0.0,2176,0.0,84.0,0.0,0.0,112470.0,112470.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112470.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - CURATIVO, HIDROCOLOIDE, CAMADA FINA, MEDIDA APROXIMADA 10 CM X",21/03/21
Pregão,1.0,5,0.0,6018202100088957,12,,,0.0,2177,0.0,84.0,0.0,0.0,26676.0,26676.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,26676.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - METOCLOPRAMIDA CLORIDRATO 5 MG/ML SOLUCAO INJETAVEL AMP. 2 ML - ATA DE REGISTRO DE PREÇO nº 245/2020-SMS.G,21/03/21
Pregão,1.0,5,0.0,6018202100047630,12,,,0.0,2178,0.0,84.0,0.0,0.0,1170000.0,1170000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1170000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS/CDMEC -CARVEDILOL 12,5 MG COMPRIMIDO RECURSO 1168",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700011621,7,31/12/2021,26/04/2016,0.0,2180,1528.19,20.0,1528.19,0.0,1528.19,1528.19,2021,0980/16,Secretaria Municipal de Mobilidade e Transportes,0.0,29/04/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112182.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Inexigibilidade,1.0,2,0.0,6020201700003211,7,31/12/2021,28/02/2016,0.0,2181,1986.24,20.0,1986.24,0.0,1986.24,1986.24,2021,0131/16,Secretaria Municipal de Mobilidade e Transportes,0.0,09/03/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,143344.63,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202000621947,6,,,0.0,2182,0.0,84.0,0.0,0.0,169.2,169.2,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,169.2,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Aquisição de  medicamentos EXTRA-REMUME - Domperidona 1 mg/mL frasco de 100mL, para atendimento do munícipe Felype Silva Costa, usuário da UBS Teotônio Vilela desta Coordenadoria",21/03/21
Dispensa de Licitação,1.0,30,0.0,6076201900001137,6,,,0.0,2183,0.0,30.0,0.0,0.0,5000.0,5000.0,2021,,Secretaria Municipal de Desenvolvimento Econômico e Trabalho,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,Suporte ao pagamento das contas de consumo de energia elétrica das Centrais de Informações Turísticas Tietê e República.,21/03/21
Inexigibilidade,1.0,2,0.0,6020201800008827,7,31/12/2021,31/05/2016,0.0,2184,6875.29,20.0,6875.29,0.0,6875.29,6875.29,2021,5332/16,Secretaria Municipal de Mobilidade e Transportes,0.0,03/06/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,168274.13,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Dispensa de Licitação,1.0,5,0.0,6018202000837362,6,27/03/2021,,0.0,2185,1268.4,84.0,0.0,0.0,1268.4,1268.4,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1268.4,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de  medicamentos EXTRA-REMUME - Rivaroxabana 15 mg,21/03/21
Não Aplicável,1.0,30,0.0,6076201900003652,8,,,0.0,2186,0.0,30.0,0.0,0.0,669158.6,669158.6,2021,,Secretaria Municipal de Desenvolvimento Econômico e Trabalho,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,669158.6,Nota de Empenho para Fornecimento de Serviços, suporte ao pagamento das despesas pelo fornecimento de água e/ou esgoto do Autódromo Municipal José Carlos Pace,21/03/21
Inexigibilidade,1.0,2,0.0,6020201900021230,7,31/12/2021,31/03/2019,0.0,2187,2417.64,20.0,2417.64,0.0,2417.64,2417.64,2021,5435/19,Secretaria Municipal de Mobilidade e Transportes,0.0,14/05/2019,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,87253.25,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Pregão,1.0,5,0.0,6018202100101090,12,,,0.0,2188,0.0,84.0,0.0,0.0,816.0,816.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,816.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - FIO CIRÚRGICO, NYLON 2-0, NÃO ABSORV., 45 CM, AGULHA 3/8 CÍRCULO, TRIANGULAR, 3,0 CM",21/03/21
Dispensa de Licitação,1.0,30,0.0,6076201900003610,6,,,0.0,2189,0.0,30.0,0.0,0.0,896382.25,896382.25,2021,,Secretaria Municipal de Desenvolvimento Econômico e Trabalho,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,896382.25,Nota de Empenho para Fornecimento de Serviços,suporte ao pagamento das contas de consumo de energia elétrica do Autódromo Municipal José Carlos Pace.,21/03/21
Pregão,1.0,5,0.0,6018202100094175,12,,,0.0,2190,0.0,84.0,0.0,0.0,1180.0,1180.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1180.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS-ACIDO FOLINICO OU FOLINATO DE CALCIO 15 MG COMPRIMIDO-RECURSO 1168,21/03/21
Inexigibilidade,1.0,2,0.0,6020201800006140,7,31/12/2021,28/02/2016,0.0,2191,1278.3,20.0,1278.3,0.0,1278.3,1278.3,2021,5064/16,Secretaria Municipal de Mobilidade e Transportes,0.0,11/03/2016,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,112182.75,Termo de Contrato - Serviços,"SERVIÇOS DE TRANSPORTE ESCOLAR
",21/03/21
Pregão,1.0,5,0.0,6018202100094256,12,,,0.0,2192,0.0,84.0,0.0,0.0,190080.0,190080.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,190080.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS-CLORIDRATO DE VANCOMICINA EM PÓ PARA SOLUÇÃO INJETÁVEL EM FRASCO-AMPOLA COM 500 MG.,21/03/21
Pregão,1.0,5,0.0,6018202100072902,12,,,0.0,2193,0.0,84.0,0.0,0.0,913500.6,913500.6,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,913500.6,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS - LEVOTIROXINA SODICA 50 MCG COMPRIMIDO; LEVOTIROXINA SODICA 100 MCG COMPRIMIDO - ATA DE REGISTRO DE PREÇO nº 318/2019-SMS.G,21/03/21
Não Aplicável,1.0,30,0.0,6076201900002362,8,31/12/2021,,0.0,2194,55.76,30.0,0.0,0.0,750.0,750.0,2021,,Secretaria Municipal de Desenvolvimento Econômico e Trabalho,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,750.0,Nota de Empenho para Fornecimento de Serviços,Suporte ao pagamento das despesas com consumo de serviços de água  e/ou esgoto da Central de Informação Turística República.,21/03/21
